City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
468,Campbellsville,US,37.3434,-85.3419,76.14,59,97,4.0,overcast clouds
469,Torrington,US,41.8007,-73.1212,73.06,69,0,1.79,clear sky
470,Henties Bay,NA,-22.116,14.2845,59.86,75,1,10.74,clear sky
471,Florida,US,28.7505,-82.5001,91.04,65,1,1.01,clear sky
472,Lucea,JM,18.451,-78.1736,89.85,68,38,12.77,scattered clouds
473,Verkhoyansk,RU,67.5447,133.385,27.91,55,100,12.97,overcast clouds
474,Souillac,MU,-20.5167,57.5167,73.36,80,14,8.95,light rain
475,Doha,QA,25.2867,51.5333,91.71,68,0,5.75,clear sky
476,Ucluelet,CA,48.9329,-125.5528,48.09,93,10,5.28,clear sky
477,Nishihara,JP,26.1842,127.7558,80.26,89,40,10.36,light rain
478,Guozhen,CN,34.3659,107.359,54.52,96,83,2.68,broken clouds
479,Marrakesh,MA,31.6315,-8.0083,93.27,17,0,8.05,clear sky
480,Izberbash,RU,42.5696,47.8645,53.1,81,100,11.27,overcast clouds
481,Balkhash,KZ,46.844,74.9804,42.64,44,1,10.02,clear sky
482,Samana,DO,19.2056,-69.3369,84.42,89,40,0.0,scattered clouds
483,Keti Bandar,PK,24.1447,67.4497,83.03,78,100,8.97,overcast clouds
484,Pedasi,PA,7.5333,-80.0333,82.53,75,98,8.03,overcast clouds
485,Darnah,LY,32.767,22.6367,73.62,53,0,3.38,clear sky
486,Toamasina,MG,-18.1667,49.3833,71.6,94,75,4.61,moderate rain
487,Sola,VU,-13.8833,167.55,80.47,78,21,17.29,few clouds
488,Khetia,IN,21.6667,74.5833,83.55,67,48,4.45,scattered clouds
489,Bellevue,US,47.6104,-122.2007,50.59,90,90,1.01,overcast clouds
490,Laguna,US,38.421,-121.4238,64.45,68,1,4.0,clear sky
491,Ambulu,ID,-8.345,113.6058,73.45,84,40,3.04,scattered clouds
492,Kizlyar,RU,43.8469,46.715,50.49,61,84,15.28,broken clouds
493,Baruun-Urt,MN,46.6806,113.2792,43.95,45,100,8.5,overcast clouds
494,Half Moon Bay,US,37.4636,-122.4286,61.05,76,75,9.22,haze
495,Pontes E Lacerda,BR,-15.2261,-59.3353,94.32,41,70,4.14,broken clouds
496,Pangody,RU,65.85,74.4859,42.94,94,100,16.04,light rain
497,Dalby,AU,-27.1833,151.2667,58.98,62,87,6.4,overcast clouds
498,Nambucca Heads,AU,-30.65,153.0,63.0,62,79,9.1,broken clouds
499,Valkeakoski,FI,61.2642,24.0312,54.27,89,99,12.35,overcast clouds
500,Chapais,CA,49.7834,-74.8492,64.18,58,64,7.74,broken clouds
501,Utica,US,43.1009,-75.2327,71.65,85,0,1.01,clear sky
502,Gua Musang,MY,4.8823,101.9644,74.64,88,99,1.86,overcast clouds
503,Guaira,BR,-20.3183,-48.3106,89.33,37,86,3.67,overcast clouds
504,Aykhal,RU,66.0,111.5,22.14,97,98,6.8,overcast clouds
505,Olga,RU,43.7444,135.2892,43.21,92,13,5.03,few clouds
506,San Luis,AR,-33.295,-66.3356,67.71,29,0,13.6,clear sky
507,Nacala,MZ,-14.5428,40.6728,75.96,67,4,15.23,clear sky
508,Atasu,KZ,48.6814,71.6433,35.62,67,2,6.44,clear sky
509,Laukaa,RU,58.7372,29.8453,46.36,54,0,7.56,clear sky
510,Along,IN,28.1667,94.7667,71.78,98,6,1.59,clear sky
511,Cozumel,MX,20.5083,-86.9458,84.99,89,90,1.01,overcast clouds
512,San Juan,AR,-31.5375,-68.5364,77.72,22,0,4.56,clear sky
513,Mount Isa,AU,-20.7333,139.5,76.77,27,51,3.44,light rain
514,Loviisa,FI,60.4566,26.2251,51.03,75,100,13.62,overcast clouds
515,Xai-Xai,MZ,-25.0519,33.6442,70.03,73,53,12.91,broken clouds
516,Killybegs,IE,54.6333,-8.45,62.46,94,100,10.94,overcast clouds
517,Carlyle,US,38.6103,-89.3726,72.1,92,93,1.01,overcast clouds
518,Baraboo,US,43.4711,-89.7443,66.27,95,100,6.91,overcast clouds
519,Morondava,MG,-20.2833,44.2833,76.08,70,0,23.73,clear sky
520,Otane,NZ,-39.8833,176.6333,56.01,99,100,2.24,overcast clouds
521,Grindavik,IS,63.8424,-22.4338,46.9,81,90,27.63,heavy intensity rain
522,Santa Cruz,BO,-17.8,-63.1667,83.66,39,75,13.8,moderate rain
523,Limon,CR,10.0,-83.0333,78.69,89,75,4.61,broken clouds
524,Chifeng,CN,42.2683,118.9636,48.07,52,1,2.95,clear sky
525,Novobessergenevka,RU,47.1847,38.8462,53.24,40,34,20.74,scattered clouds
526,Shalya,RU,57.2471,58.7298,36.36,84,8,5.48,clear sky
527,Brewster,US,41.3973,-73.6171,73.06,82,75,4.61,broken clouds
528,Gat,IL,31.61,34.7642,81.39,54,0,13.15,clear sky
529,Luwuk,ID,-0.9516,122.7875,76.28,82,92,4.16,overcast clouds
530,Nuuk,GL,64.1835,-51.7216,36.21,55,20,11.5,few clouds
531,Haifa,IL,32.8156,34.9892,77.94,61,0,18.41,clear sky
532,Cookeville,US,36.1628,-85.5016,75.65,84,40,1.99,scattered clouds
533,Hamilton,US,39.1834,-84.5333,72.25,89,90,1.01,overcast clouds
534,Galveston,US,29.3669,-94.9669,85.19,63,1,1.99,clear sky
535,Warrnambool,AU,-38.3833,142.4833,46.38,88,84,10.18,broken clouds
536,Bambanglipuro,ID,-7.95,110.2833,74.8,79,33,3.62,scattered clouds
537,Pathein,MM,16.7833,94.7333,78.78,88,100,4.76,overcast clouds
538,Rosario Do Sul,BR,-30.2583,-54.9142,63.28,52,51,9.75,broken clouds
539,Hailey,US,43.5196,-114.3153,46.9,86,90,6.91,overcast clouds
540,Kargasok,RU,59.0556,80.8572,40.26,96,100,9.28,overcast clouds
541,Voghera,IT,44.9947,9.0086,70.45,54,58,4.21,broken clouds
542,Kupiskis,LT,55.8333,24.9667,44.91,58,92,6.51,overcast clouds
543,Kununurra,AU,-15.7667,128.7333,78.78,61,98,4.61,overcast clouds
544,Borzya,RU,50.3833,116.5167,37.31,48,20,3.15,few clouds
545,Bangangte,CM,5.1409,10.5198,67.78,92,89,1.36,moderate rain
546,Harper,LR,4.375,-7.7169,80.62,80,84,10.47,light rain
547,Notse,TG,6.95,1.1667,85.35,67,98,3.29,light rain
548,Mecca,SA,21.4267,39.8261,91.13,36,12,6.02,few clouds
549,Bone,DE,51.9669,12.1396,62.26,65,2,2.28,clear sky
550,Norman Wells,CA,65.282,-126.8329,23.04,100,90,3.44,fog
551,Baracoa,CU,20.3467,-74.4958,84.81,74,30,12.17,scattered clouds
552,Tura,IN,25.5198,90.2201,74.43,90,15,2.48,few clouds
553,Guerrero Negro,MX,27.9769,-114.0611,71.71,70,95,16.91,overcast clouds
554,Kathu,TH,7.9178,98.3332,81.7,99,98,17.92,moderate rain
555,Alofi,NU,-19.0595,-169.9187,77.54,78,29,14.58,scattered clouds
556,Fayaoue,NC,-20.65,166.5333,71.67,66,0,19.3,clear sky
557,Jacareacanga,BR,-6.2222,-57.7528,100.96,34,74,2.33,broken clouds
558,Bathsheba,BB,13.2167,-59.5167,84.81,79,75,19.57,broken clouds
559,Kenai,US,60.5544,-151.2583,43.03,92,40,4.61,scattered clouds
560,Wonthaggi,AU,-38.6044,145.5913,48.7,80,41,9.82,scattered clouds
561,Caibarien,CU,22.5206,-79.4669,88.92,68,77,15.41,broken clouds
562,Naguabo,PR,18.2116,-65.7349,91.63,89,90,5.75,overcast clouds
563,Oliveira Dos Brejinhos,BR,-12.3169,-42.8961,101.03,16,14,3.53,few clouds
564,Tazovskiy,RU,67.4667,78.7,41.63,94,100,14.54,overcast clouds
565,Vestmannaeyjar,IS,63.4427,-20.2734,49.19,76,90,46.04,overcast clouds
566,Beidao,CN,34.5686,105.8933,52.38,90,0,4.29,clear sky
567,Iraquara,BR,-12.2486,-41.6194,92.26,25,9,8.84,clear sky
568,Bandar-E Lengeh,IR,26.5579,54.8807,89.71,62,0,9.22,clear sky
569,Victor Harbor,AU,-35.5667,138.6167,49.46,88,21,5.46,few clouds
570,Nhulunbuy,AU,-12.2333,136.7667,74.01,88,100,0.0,overcast clouds
571,Balsas,BR,-7.5325,-46.0356,102.34,17,21,5.57,few clouds
572,Kutum,SD,14.2,24.6667,86.83,17,4,5.53,clear sky
573,Puerto Escondido,MX,15.85,-97.0667,88.63,62,1,6.91,clear sky
574,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,81.43,26,79,2.95,broken clouds
575,Boldumsaz,TM,42.1282,59.671,50.05,22,95,16.31,overcast clouds
576,Novopavlovka,RU,51.2172,109.2091,37.74,66,100,3.0,overcast clouds
577,Atar,MR,20.5169,-13.0499,106.39,10,98,13.06,overcast clouds
578,Maraa,BR,-1.8333,-65.3667,94.78,46,100,1.61,overcast clouds
579,Taksimo,RU,56.3444,114.8794,29.52,69,100,3.65,overcast clouds
580,Havre-Saint-Pierre,CA,50.2334,-63.5986,48.11,75,100,9.82,overcast clouds
581,Margate,GB,51.3813,1.3862,63.95,84,100,1.99,overcast clouds
582,Bar Harbor,US,44.3876,-68.2039,72.34,56,1,5.01,clear sky
583,Bowen,AU,-20.0167,148.2333,73.6,84,6,9.1,clear sky
584,Cedar Rapids,US,42.0083,-91.6441,71.11,89,90,1.99,mist
585,Kankon,IN,15.0167,74.0167,80.35,86,100,4.94,overcast clouds
586,Ngaoundere,CM,7.3167,13.5833,72.18,86,44,3.91,light rain
587,Cartagena Del Chaira,CO,1.3349,-74.8429,82.09,67,99,2.91,overcast clouds
588,Matara,LK,5.9485,80.5353,79.02,89,67,8.37,light rain
589,Amahai,ID,-3.3333,128.9167,75.16,91,91,2.62,overcast clouds
590,Kailua,US,21.4022,-157.7394,77.02,72,75,10.36,broken clouds
591,Nagato,JP,34.3833,131.2,71.2,84,0,2.84,clear sky
592,Ilam,NP,26.9167,87.9167,67.78,92,51,2.28,broken clouds
593,Mitchell,US,43.7094,-98.0298,68.74,74,1,5.99,clear sky
594,Taree,AU,-31.9,152.4667,63.34,72,90,10.36,overcast clouds
595,Lata,PT,40.1629,-8.3327,84.34,46,0,6.49,clear sky
596,Aden,YE,12.7794,45.0367,87.04,77,29,6.42,light rain
597,Charyshskoye,RU,51.3978,83.5598,33.66,68,100,6.64,overcast clouds
598,Majene,ID,-3.5403,118.9707,79.29,83,77,9.33,broken clouds
599,El Astillero,ES,43.4009,-3.8205,70.39,72,0,9.22,clear sky
600,Shu,KZ,43.5983,73.7614,42.85,33,0,12.64,clear sky
601,Warman,CA,52.3168,-106.5679,44.51,61,20,9.22,few clouds
602,Voh,NC,-20.9667,164.7,65.28,81,6,5.23,clear sky
603,Velyka Mykhaylivka,UA,47.0794,29.8514,49.57,30,7,10.71,clear sky
604,Bluefields,NI,12.0137,-83.7635,78.62,93,100,9.31,light rain
605,Goba,ET,7.0167,39.9833,52.34,92,89,3.02,light rain
606,Canala,NC,-21.5333,165.95,55.89,64,1,2.3,clear sky
607,Lasem,ID,-6.6922,111.4527,79.48,72,68,5.59,broken clouds
608,Ambon,ID,-3.6954,128.1814,75.34,94,40,6.91,scattered clouds
609,Leiyang,CN,26.4024,112.8591,65.8,76,63,7.11,broken clouds
610,Beringovskiy,RU,63.05,179.3167,32.13,95,99,2.13,overcast clouds
611,Chiredzi,ZW,-21.05,31.6667,76.5,53,54,12.64,broken clouds
612,Gazanjyk,TM,39.2446,55.5154,49.44,69,100,11.32,overcast clouds
613,Boende,CD,-0.2167,20.8667,84.4,63,90,2.33,overcast clouds
614,Aksarka,RU,66.5606,67.7975,43.65,86,100,16.87,overcast clouds
615,Malakal,SS,9.5334,31.6605,79.81,71,51,2.35,broken clouds
616,Saint-Augustin,CA,51.226,-58.6502,52.54,40,53,14.67,broken clouds
617,Gubkinskiy,RU,64.434,76.5026,42.89,94,100,16.22,light rain
618,The Pas,CA,53.8251,-101.2541,55.42,76,40,16.11,scattered clouds
619,Pingzhuang,CN,42.0372,119.2889,47.93,54,1,3.11,clear sky
620,Moissala,TD,8.3404,17.7663,81.57,79,57,4.72,broken clouds
621,Mitsamiouli,KM,-11.3847,43.2844,79.09,78,20,11.5,few clouds
622,Natal,BR,-5.795,-35.2094,88.45,58,75,18.41,broken clouds
623,Nehe,CN,48.4833,124.8333,42.15,66,3,7.29,clear sky
624,Taoudenni,ML,22.6783,-3.9836,106.47,5,0,16.28,clear sky
625,Cap-Aux-Meules,CA,47.3821,-61.8597,62.65,59,20,10.36,few clouds
626,Acarau,BR,-2.8856,-40.12,89.46,55,65,19.42,broken clouds
627,San Jose,US,37.3394,-121.895,60.66,68,75,3.44,broken clouds
628,Merauke,ID,-8.4667,140.3333,77.77,87,86,7.87,overcast clouds
629,Colomi,BO,-17.35,-65.8667,51.82,79,89,7.7,overcast clouds
630,Oktyabrskiy,RU,54.4815,53.471,42.06,69,8,0.45,clear sky
631,Saldanha,ZA,-33.0117,17.9442,61.39,86,3,15.82,clear sky
632,Porto Belo,BR,-27.1578,-48.5531,67.98,75,100,14.9,overcast clouds
633,Bodden Town,KY,19.2833,-81.25,89.98,71,40,8.01,scattered clouds
634,Nanortalik,GL,60.1432,-45.2371,41.18,57,43,2.66,scattered clouds
635,Whitley Bay,GB,55.0397,-1.4471,68.27,79,20,9.22,few clouds
636,Adrar,MR,20.5022,-10.0711,103.35,6,52,13.67,broken clouds
637,Chandbali,IN,20.7833,86.7667,82.45,82,86,6.64,overcast clouds
638,Aksu,CN,41.1231,80.2644,57.47,45,47,4.5,scattered clouds
639,Bandarbeyla,SO,9.4942,50.8122,81.57,73,49,20.47,scattered clouds
640,Qeshm,IR,26.9581,56.2719,89.49,70,0,10.13,clear sky
641,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,80.78,46,100,7.29,overcast clouds
642,Saint Anthony,US,45.0205,-93.218,67.24,78,90,1.99,overcast clouds
643,Slave Lake,CA,55.2834,-114.769,40.98,70,1,3.44,clear sky
644,Mangrol,IN,21.1167,70.1167,85.03,78,72,5.86,broken clouds
645,Kingman,US,35.1894,-114.053,72.9,59,20,4.61,few clouds
646,Manono,CD,-7.3,27.4167,85.48,40,66,3.33,broken clouds
647,Asfi,MA,32.2994,-9.2372,71.26,74,32,8.72,scattered clouds
648,Mananara,MG,-16.1667,49.7667,72.03,84,79,2.46,broken clouds
649,San Matias,BO,-16.3667,-58.4,90.16,47,90,3.02,overcast clouds
650,Casablanca,MA,33.5928,-7.6192,80.82,88,75,8.05,mist
651,Mulchen,CL,-37.7167,-72.2333,66.06,25,0,3.58,clear sky
652,North Bend,US,43.4065,-124.2243,47.88,100,40,3.44,mist
653,La Ronge,CA,55.1001,-105.2842,44.85,65,20,12.66,few clouds
654,Cururupu,BR,-1.8283,-44.8683,88.5,56,93,7.9,overcast clouds
655,Port-Gentil,GA,-0.7193,8.7815,77.5,79,82,9.55,broken clouds
656,Eyl,SO,7.9803,49.8164,78.82,81,71,22.57,broken clouds
657,Manado,ID,1.487,124.8455,77.77,88,40,1.14,scattered clouds
658,Mantua,IT,45.1667,10.7833,65.44,74,100,1.99,overcast clouds
659,Chimore,BO,-16.9833,-65.1333,85.93,59,66,1.95,broken clouds
660,Marzuq,YE,14.4,46.4667,84.69,36,84,8.59,broken clouds
661,Borovskoy,KZ,53.8,64.15,41.97,68,18,7.23,few clouds
662,Oromocto,CA,45.8351,-66.4792,72.25,56,1,5.75,clear sky
663,Bam,IR,29.106,58.357,85.19,9,31,0.47,scattered clouds
664,Yamada,JP,39.4667,141.95,66.09,96,100,11.3,overcast clouds
665,Ewa Beach,US,21.3156,-158.0072,76.98,71,20,11.01,few clouds
666,Whitehorse,CA,60.7161,-135.0538,33.31,91,100,10.0,overcast clouds
667,Bogo,PH,11.0517,124.0055,79.93,86,100,9.46,heavy intensity rain
668,Koltubanovskiy,RU,52.9407,52.0269,43.36,55,0,1.16,clear sky
669,Timra,SE,62.487,17.3257,51.51,71,82,5.75,broken clouds
670,Araceli,PH,10.5529,119.9913,83.25,77,100,8.68,overcast clouds
671,Fuyu,CN,45.1833,124.8167,47.61,59,47,8.41,scattered clouds
672,Tawau,MY,4.2498,117.8871,77.13,88,13,1.9,few clouds
673,Sena Madureira,BR,-9.0656,-68.6569,93.15,42,91,2.57,overcast clouds
674,Bytow,PL,54.1706,17.4919,55.51,69,44,5.7,scattered clouds
675,Port Blair,IN,11.6667,92.75,79.56,86,100,12.66,overcast clouds
676,Colborne,CA,44.0001,-77.8828,70.72,77,0,4.9,clear sky
677,Mahibadhoo,MV,3.7833,72.9667,83.57,75,100,14.56,overcast clouds
678,Srisailam,IN,16.0833,78.8667,75.76,88,93,2.98,overcast clouds
679,Pyaozerskiy,RU,65.8333,31.1667,51.04,81,100,17.43,overcast clouds
680,Macklin,CA,52.3334,-109.9348,41.34,63,1,2.21,clear sky
681,Yaan,NG,7.3833,8.5667,82.18,76,95,4.9,overcast clouds
682,Batagay-Alyta,RU,67.8006,130.4114,24.06,67,100,5.75,overcast clouds
683,Bull Savanna,JM,17.8868,-77.5902,84.9,63,32,11.25,scattered clouds
684,Vannes,FR,47.8333,-2.5,65.26,73,98,3.8,overcast clouds
685,Ust-Ishim,RU,57.6935,71.1665,39.13,93,79,4.9,broken clouds
686,Uvira,CD,-3.4067,29.1458,79.16,66,70,1.03,broken clouds
687,Tautira,PF,-17.7333,-149.15,73.42,77,13,5.46,few clouds
688,Marsh Harbour,BS,26.5412,-77.0636,84.29,65,18,13.58,few clouds
689,Yazman,PK,29.1212,71.7446,94.64,19,0,8.75,clear sky
690,Rajshahi,BD,24.3667,88.6,84.13,71,76,2.66,broken clouds
691,San Cristobal,VE,7.7669,-72.225,87.98,46,89,8.99,overcast clouds
692,Guatape,CO,6.2327,-75.1586,75.72,53,62,5.39,broken clouds
693,Livramento,BR,-3.0254,-60.1803,92.07,89,75,9.22,broken clouds
694,Qandala,SO,11.472,49.8728,85.6,76,14,2.46,light rain
695,Barrancas,CO,10.9576,-72.7877,92.64,50,71,7.43,broken clouds
696,Port Shepstone,ZA,-30.7414,30.455,68.47,86,100,27.6,overcast clouds
697,Spencer,US,43.1414,-95.1444,68.77,84,79,7.74,broken clouds
698,Avera,US,33.194,-82.5271,77.45,88,100,6.69,overcast clouds
699,Acapulco,MX,16.8634,-99.8901,85.82,74,20,6.91,few clouds
700,Smidovich,RU,48.6,133.8167,43.77,59,100,7.27,overcast clouds
701,Benghazi,LY,32.1167,20.0667,77.09,56,0,9.98,clear sky
702,Kiama,AU,-34.6833,150.8667,60.01,77,91,5.26,overcast clouds
